Row_name,Row_name_clean,Table,Row,Description,Special,New_Row
PREV_AMT_DOWN_PAYMENT_MAX,PREV_AMT_DOWN_PAYMENT,previous_application.csv,AMT_DOWN_PAYMENT,Down payment on the previous application,,PREV_AMT_DOWN_PAYMENT
INCOME_CREDIT_PERC,INCOME_CREDIT_PERC,,,Income of the client relative to Credit amount of the loan,,INCOME_CREDIT_PERC
PREV_APP_CREDIT_PERC_MAX,PREV_APP_CREDIT_PERC,,,For how much credit did client ask on the previous application relative to Final credit amount on the previous application,,PREV_APP_CREDIT_PERC
PREV_PRODUCT_COMBINATION_Cash Street: middle_MEAN,PREV_PRODUCT_COMBINATION,previous_application.csv,PRODUCT_COMBINATION,Detailed product combination of the previous application,,PREV_PRODUCT_COMBINATION
PREV_PRODUCT_COMBINATION_Cash Street: middle_MEAN,PREV_PRODUCT_COMBINATION,,,Detailed product combination of the previous application,,PREV_PRODUCT_COMBINATION
REFUSED_DAYS_DECISION_MAX,PREV_DAYS_DECISION,previous_application.csv,DAYS_DECISION,Relative to current application when was the decision about previous application made,time only relative to the application,PREV_DAYS_DECISION
PREV_AMT_APPLICATION_MEAN,PREV_AMT_APPLICATION,previous_application.csv,AMT_APPLICATION,For how much credit did client ask on the previous application,,PREV_AMT_APPLICATION
PREV_AMT_CREDIT_MIN,PREV_AMT_CREDIT,previous_application.csv,AMT_CREDIT,"Final credit amount on the previous application. This differs from AMT_APPLICATION in a way that the AMT_APPLICATION is the amount for which the client initially applied for, but during our approval process he could have received different amount - AMT_CREDIT",,PREV_AMT_CREDIT
YEARS_BEGINEXPLUATATION_MODE,YEARS_BEGINEXPLUATATION_MODE,application_{train|test}.csv,YEARS_BEGINEXPLUATATION_MODE,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor",normalized,YEARS_BEGINEXPLUATATION_MODE
PREV_HOUR_APPR_PROCESS_START_MAX,PREV_HOUR_APPR_PROCESS_START,previous_application.csv,HOUR_APPR_PROCESS_START,Approximately at what day hour did the client apply for the previous application,rounded,PREV_HOUR_APPR_PROCESS_START
EXT_SOURCE_2,EXT_SOURCE_2,application_{train|test}.csv,EXT_SOURCE_2,Normalized score from external data source,normalized,EXT_SOURCE_2
TOTALAREA_MODE,TOTALAREA_MODE,application_{train|test}.csv,TOTALAREA_MODE,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor",normalized,TOTALAREA_MODE
PREV_NAME_PAYMENT_TYPE_XNA_MEAN,PREV_NAME_PAYMENT_TYPE_XNA,,,,,
BURO_DAYS_CREDIT_UPDATE_MEAN,BURO_DAYS_CREDIT_UPDATE,bureau.csv,DAYS_CREDIT_UPDATE,How many days before loan application did last information about the Credit Bureau credit come,time only relative to the application,BURO_DAYS_CREDIT_UPDATE
PREV_NAME_YIELD_GROUP_low_normal_MEAN,PREV_NAME_YIELD_GROUP,previous_application.csv,NAME_YIELD_GROUP,Grouped interest rate into small medium and high of the previous application,grouped,PREV_NAME_YIELD_GROUP
COMMONAREA_MEDI,COMMONAREA_MEDI,application_{train|test}.csv,COMMONAREA_MEDI,"Normalized information about building where the client lives, What is average (_AVG suffix), modus (_MODE suffix), median (_MEDI suffix) apartment size, common area, living area, age of building, number of elevators, number of entrances, state of the building, number of floor",normalized,COMMONAREA_MEDI
APPROVED_DAYS_DECISION_MIN,PREV_DAYS_DECISION,previous_application.csv,DAYS_DECISION,Relative to current application when was the decision about previous application made,time only relative to the application,PREV_DAYS_DECISION
PREV_NAME_GOODS_CATEGORY_Audio/Video_MEAN,PREV_NAME_GOODS_CATEGORY,previous_application.csv,NAME_GOODS_CATEGORY,What kind of goods did the client apply for in the previous application,,PREV_NAME_GOODS_CATEGORY
PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,PREV_NAME_CLIENT_TYPE,previous_application.csv,NAME_CLIENT_TYPE,Was the client old or new client when applying for the previous application,,PREV_NAME_CLIENT_TYPE
"PREV_NAME_TYPE_SUITE_Spouse, partner_MEAN",NAME_TYPE_SUITE,application_{train|test}.csv,NAME_TYPE_SUITE,Who was accompanying client when he was applying for the loan,,NAME_TYPE_SUITE
NAME_FAMILY_STATUS_Unknown,NAME_FAMILY_STATUS,application_{train|test}.csv,NAME_FAMILY_STATUS,Family status of the client,,NAME_FAMILY_STATUS
AMT_ANNUITY,AMT_ANNUITY,application_{train|test}.csv,AMT_ANNUITY,Loan annuity,,AMT_ANNUITY
NAME_FAMILY_STATUS_Widow,NAME_FAMILY_STATUS,application_{train|test}.csv,NAME_FAMILY_STATUS,Family status of the client,,NAME_FAMILY_STATUS
PREV_AMT_DOWN_PAYMENT_MEAN,PREV_AMT_DOWN_PAYMENT,previous_application.csv,AMT_DOWN_PAYMENT,Down payment on the previous application,,PREV_AMT_DOWN_PAYMENT
PREV_RATE_DOWN_PAYMENT_MEAN,PREV_RATE_DOWN_PAYMENT,previous_application.csv,RATE_DOWN_PAYMENT,Down payment rate normalized on previous credit,normalized,PREV_RATE_DOWN_PAYMENT
PREV_PRODUCT_COMBINATION_Cash_MEAN,PREV_PRODUCT_COMBINATION,previous_application.csv,PRODUCT_COMBINATION,Detailed product combination of the previous application,,PREV_PRODUCT_COMBINATION
PREV_PRODUCT_COMBINATION_Cash_MEAN,PREV_PRODUCT_COMBINATION,,,Detailed product combination of the previous application,,PREV_PRODUCT_COMBINATION
INSTAL_AMT_INSTALMENT_MAX,INSTAL_AMT_INSTALMENT,installments_payments.csv,AMT_INSTALMENT,What was the prescribed installment amount of previous credit on this installment,,INSTAL_AMT_INSTALMENT
